instance,solver,result,PAR2_time
sat2017/mp1-9_22.cnf,glucose,unknown,10000
sat2017/mp1-9_24.cnf,glucose,unknown,10000
sat2017/mp1-9_25.cnf,glucose,unknown,10000
sat2017/mp1-9_27.cnf,glucose,sat,155.393
sat2017/mp1-9_29.cnf,glucose,sat,477.4
sat2017/mp1-9_3.cnf,glucose,sat,6.78496
sat2017/mp1-9_31.cnf,glucose,unknown,10000
sat2017/mp1-9_34.cnf,glucose,sat,111.258
sat2017/mp1-9_38.cnf,glucose,sat,139.953
sat2017/mp1-9_4.cnf,glucose,unknown,10000
sat2017/mp1-9_44.cnf,glucose,sat,4580.33
sat2017/mp1-9_49.cnf,glucose,sat,313.465
sat2017/mp1-9_50.cnf,glucose,sat,207.271
sat2017/mp1-9_9.cnf,glucose,sat,354.364
sat2017/mp1-Nb5T06.cnf,glucose,unsat,56.4145
sat2017/mp1-Nb5T07.cnf,glucose,unknown,10000
sat2017/mp1-Nb5T14.cnf,glucose,unknown,10000
sat2017/mp1-Nb5T15.cnf,glucose,unknown,10000
sat2017/mp1-Nb5T16.cnf,glucose,unknown,10000
sat2017/mp1-Nb6T06.cnf,glucose,unsat,44.957
sat2017/mp1-Nb6T07.cnf,glucose,unknown,10000
sat2017/mp1-Nb6T25.cnf,glucose,unknown,10000
sat2017/mp1-Nb6T27.cnf,glucose,unknown,10000
sat2017/mp1-Nb6T28.cnf,glucose,unknown,10000
sat2017/mp1-Nb6T29.cnf,glucose,unknown,10000
sat2017/mp1-Nb6T30.cnf,glucose,unknown,10000
sat2017/mp1-Nb7T07.cnf,glucose,unknown,10000
sat2017/mp1-Nb7T08.cnf,glucose,unknown,10000
sat2017/mp1-Nb7T42.cnf,glucose,unknown,10000
sat2017/mp1-Nb7T43.cnf,glucose,unknown,10000
sat2017/mp1-Nb7T44.cnf,glucose,unknown,10000
sat2017/mp1-Nb7T45.cnf,glucose,unknown,10000
sat2017/mp1-Nb7T46.cnf,glucose,unknown,10000
sat2017/mp1-blockpuzzle_5x10_s2_free5.cnf,glucose,unsat,144.256
sat2017/mp1-blockpuzzle_5x10_s3_free4.cnf,glucose,unsat,269.341
sat2017/mp1-blockpuzzle_5x10_s5_free3.cnf,glucose,unsat,114.733
sat2017/mp1-blockpuzzle_5x10_s7_free4.cnf,glucose,unsat,131.515
sat2017/mp1-blockpuzzle_5x10_s8_free3.cnf,glucose,unsat,138.578
sat2017/mp1-blockpuzzle_5x12_s6_free3.cnf,glucose,unsat,258.668
sat2017/mp1-blockpuzzle_7x10_s10_free4.cnf,glucose,unsat,143.804
sat2017/mp1-blockpuzzle_7x10_s7_free8.cnf,glucose,sat,934.237
sat2017/mp1-blockpuzzle_7x10_s9_free6.cnf,glucose,unsat,69.7602
sat2017/mp1-blockpuzzle_8x8_s1_free4.cnf,glucose,unsat,215.764
sat2017/mp1-blockpuzzle_9x9_s1_free10.cnf,glucose,sat,46.2179
sat2017/mp1-blockpuzzle_9x9_s1_free7.cnf,glucose,sat,1316.4
sat2017/mp1-blockpuzzle_9x9_s1_free8.cnf,glucose,unknown,10000
sat2017/mp1-blockpuzzle_9x9_s1_free9.cnf,glucose,sat,74.0048
sat2017/mp1-blockpuzzle_9x9_s4_free3.cnf,glucose,unsat,96.3847
sat2017/mp1-blockpuzzle_9x9_s5_free3.cnf,glucose,unsat,84.5494
sat2017/mp1-blockpuzzle_9x9_s7_free8.cnf,glucose,sat,649.049
sat2017/mp1-blockpuzzle_9x9_s7_free9.cnf,glucose,sat,37.8142
sat2017/mp1-blockpuzzle_9x9_s8_free3.cnf,glucose,unsat,106.194
sat2017/mp1-blockpuzzle_9x9_s8_free7.cnf,glucose,sat,474.162
sat2017/mp1-bsat180-648.cnf,glucose,unsat,57.5779
sat2017/mp1-bsat192-689.cnf,glucose,unsat,424.409
sat2017/mp1-bsat201-707.cnf,glucose,unsat,1977.59
sat2017/mp1-bsat210-739.cnf,glucose,unsat,3635.07
sat2017/mp1-bsat222-777.cnf,glucose,unknown,10000
sat2017/mp1-klieber2017s-0300-032-t12.cnf,glucose,sat,154.642
sat2017/mp1-klieber2017s-0300-033-t12.cnf,glucose,unknown,10000
sat2017/mp1-klieber2017s-0300-034-t12.cnf,glucose,unknown,10000
sat2017/mp1-klieber2017s-0300-035-t12.cnf,glucose,sat,701.38
sat2017/mp1-klieber2017s-0490-022-t12.cnf,glucose,sat,76.2191
sat2017/mp1-klieber2017s-0490-023-t12.cnf,glucose,sat,30.9993
sat2017/mp1-klieber2017s-0490-024-t12.cnf,glucose,sat,29.4595
sat2017/mp1-klieber2017s-0500-022-t12.cnf,glucose,sat,94.4377
sat2017/mp1-klieber2017s-0500-023-t12.cnf,glucose,sat,132.826
sat2017/mp1-klieber2017s-0500-024-t12.cnf,glucose,sat,140.308
sat2017/mp1-klieber2017s-1000-023-eq.cnf,glucose,unsat,1615.55
sat2017/mp1-klieber2017s-1000-024-eq.cnf,glucose,unsat,1518.17
sat2017/mp1-klieber2017s-1200-022-eq.cnf,glucose,unsat,760.463
sat2017/mp1-klieber2017s-1200-023-eq.cnf,glucose,unsat,1422.31
sat2017/mp1-klieber2017s-1200-024-eq.cnf,glucose,unsat,2174.99
sat2017/mp1-klieber2017s-1600-022-eq.cnf,glucose,unsat,1034.57
sat2017/mp1-klieber2017s-1600-023-eq.cnf,glucose,unsat,1728.06
sat2017/mp1-klieber2017s-1600-024-eq.cnf,glucose,unsat,2867.67
sat2017/mp1-klieber2017s-2000-022-eq.cnf,glucose,unsat,911.46
sat2017/mp1-klieber2017s-2000-023-eq.cnf,glucose,unsat,2064.7
sat2017/mp1-ps_5000_21250_3_0_0.6_0_1.45_0.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.6_0_1.45_2.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.6_0_1.45_4.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.6_0_1.45_6.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.6_0_1.45_8.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.6_0_1.50_0.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.6_0_1.50_2.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.6_0_1.50_4.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.6_0_1.50_6.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.6_0_1.50_8.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.7_0_1.45_0.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.7_0_1.45_2.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.7_0_1.45_4.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.7_0_1.45_6.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.7_0_1.45_8.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.7_0_1.50_0.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.7_0_1.50_2.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.7_0_1.50_4.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.7_0_1.50_6.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.7_0_1.50_8.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.50_0.cnf,glucose,unsat,32.3458
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.50_2.cnf,glucose,unsat,111.117
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.50_4.cnf,glucose,unsat,113.741
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.50_6.cnf,glucose,unsat,35.8935
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.50_8.cnf,glucose,unsat,93.7066
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.55_0.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.55_2.cnf,glucose,unsat,979.673
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.55_4.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.55_6.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.55_8.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.60_0.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.60_2.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.60_4.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.60_6.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.60_8.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.70_0.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.70_2.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.70_4.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.70_6.cnf,glucose,unknown,10000
sat2017/mp1-ps_5000_21250_3_0_0.8_0_1.70_8.cnf,glucose,unknown,10000
sat2017/mp1-qpr-bmp280-driver-14.cnf,glucose,sat,31.3408
sat2017/mp1-qpr-bmp280-driver-5.cnf,glucose,sat,144.69
sat2017/mp1-rubikcube012.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube031.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube101.cnf,glucose,unsat,552.699
sat2017/mp1-rubikcube120.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube212.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube220.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube301.cnf,glucose,unsat,624.248
sat2017/mp1-rubikcube312.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube401.cnf,glucose,unsat,489.066
sat2017/mp1-rubikcube420.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube512.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube520.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube601.cnf,glucose,unsat,399.713
sat2017/mp1-rubikcube612.cnf,glucose,sat,583.298
sat2017/mp1-rubikcube701.cnf,glucose,unsat,528.011
sat2017/mp1-rubikcube720.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube812.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube820.cnf,glucose,unknown,10000
sat2017/mp1-rubikcube901.cnf,glucose,unsat,381.922
sat2017/mp1-rubikcube912.cnf,glucose,unknown,10000
sat2017/mp1-squ_ali_s10x10_c39_abio_SAT.cnf,glucose,sat,219.285
sat2017/mp1-squ_ali_s10x10_c39_abix_SAT.cnf,glucose,sat,267.265
sat2017/mp1-squ_ali_s10x10_c39_bail_SAT.cnf,glucose,sat,152.913
sat2017/mp1-squ_ali_s10x10_c39_sinx_SAT.cnf,glucose,sat,57.2262
sat2017/mp1-squ_ali_s10x10_c39_sinz_SAT.cnf,glucose,sat,132.853
sat2017/mp1-squ_any_s09x07_c27_abio_UNS.cnf,glucose,unsat,912.755
sat2017/mp1-squ_any_s09x07_c27_abix_UNS.cnf,glucose,unsat,650.799
sat2017/mp1-squ_any_s09x07_c27_bail_UNS.cnf,glucose,unsat,1140.94
sat2017/mp1-squ_any_s09x07_c27_sinx_UNS.cnf,glucose,unsat,390.641
sat2017/mp1-squ_any_s09x07_c27_sinz_UNS.cnf,glucose,unsat,481.512
sat2017/mp1-tri_ali_s11_c35_abio_UNS.cnf,glucose,unsat,58.4617
sat2017/mp1-tri_ali_s11_c35_abix_UNS.cnf,glucose,unsat,58.336
sat2017/mp1-tri_ali_s11_c35_bail_UNS.cnf,glucose,unsat,89.8123
sat2017/mp1-tri_ali_s11_c35_sinx_UNS.cnf,glucose,unsat,27.3469
sat2017/mp1-tri_ali_s11_c35_sinz_UNS.cnf,glucose,unsat,22.0544
sat2018/10-3-13.cnf,glucose,unknown,10000
sat2018/10-4-10.cnf,glucose,unknown,10000
sat2018/1mod8.rules.7-7.cnf,glucose,unknown,10000
sat2018/20180321_110704973_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180321_110706599_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180321_110707239_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180321_140823961_p_cnf_320_1120.cnf,glucose,sat,838.009
sat2018/20180321_140824282_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180321_140826713_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180321_140827428_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180321_140833987_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180322_164223076_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180322_164224543_p_cnf_320_1120.cnf,glucose,sat,1567.69
sat2018/20180322_164226378_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180322_164226661_p_cnf_320_1120.cnf,glucose,sat,2181.97
sat2018/20180322_164238439_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180322_164241329_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180322_164241842_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180322_164245263_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180326_095801070_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180326_095804286_p_cnf_320_1120.cnf,glucose,sat,279.503
sat2018/20180326_095804936_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/20180326_095805836_p_cnf_320_1120.cnf,glucose,unknown,10000
sat2018/5or7mod8.rules.7-7.cnf,glucose,unknown,10000
sat2018/6-3-8.cnf,glucose,sat,4.51538
sat2018/6-4-6.cnf,glucose,unknown,10000
sat2018/6-4-7.cnf,glucose,unknown,10000
sat2018/6-5-6.cnf,glucose,unknown,10000
sat2018/7-4-7.cnf,glucose,unknown,10000
